allusion	variation_list
张仪舌	['张仪舌', '张仪', '舌在', '三寸之舌', '张仪舌在', '三寸犹在', '仪舌', '仪舌尚存', '仪舌在', '存舌在口', '展舌', '张仪韫璧', '张仪璧', '有舌', '留舌']
床头周易	['床头', '痴叔', '周易', '易在床头', '湛痴', '床头易', '叔痴', '易', '易在', '读易', '谈易', '床头周易', '王武子', '痴不语']
座右铭	['座右', '座右铭', '坐右', '坐右铭', '座中铭', '座右题铭', '座铭']
丁兰刻木	['刻木', '丁兰', '丁兰刻木', '刻木当严亲']
蓝田生玉	['蓝田生玉', '蓝田出玉', '蓝田双璧', '蓝田', '玉子']
康哉	['赓歌', '康歌', '康哉', '康哉之歌', '康哉良哉']
卧龙	['卧龙', '梁父吟', '伏龙', '凤雏', '南阳高卧', '伏龙高卧', '南阳卧', '卧南阳', '隆中高卧', '吟龙']
季子貂敝	['季子裘', '敝裘', '貂敝', '不下机', '十上', '敝', '金尽裘敝', '黑貂宁免敝', '季子之归', '黑貂已弊', '季子', '季子贫', '苏子黑貂', '苏季裘敝', '乌裘十上还', '乌裘敝', '乌裘', '滞秦', '冻苏秦', '妻嫂欺', '季子敝裘', '季子貂', '季子貂裘', '季裘', '季子黄金尽', '弊皂貂裘', '弊衣裘', '弊貂', '怀书十上秦', '惭妻嫂', '敝貂裘', '貂裘']
庾公尘	['庾公尘', '元规尘', '西风扇', '元规污人的飞尘', '庾亮尘', '西风', '西来', '一摇扇', '元规尘污人', '曾障西风庾亮尘', '庾尘无扇障西风', '庾尘', '元规污', '庾亮', '尘', '庾令有尘', '一箑西风', '举扇毋我污', '尘污人', '尘污元规', '尘污面']
廉颇善饭	['廉颇老', '三遗矢', '廉颇善饭', '廉颇', '能饭', '一饭三遗矢', '三矢', '善饭廉颇', '廉颇强饭']
黄金台	['金台', '燕山', '尊隗', '燕台', '燕王台', '燕馆', '请自隗始', '郭隗台', '隗台', '隗始', '郭隗金', '郭生', '登台', '黄金台', '从隗始', '先郭隗', '千金台', '千金', '筑台', '台上费黄金', '始隗', '尊郭隗', '师郭隗', '延郭隗', '招士之隗', '拜隗', '昭王台', '昭台', '燕昭台', '燕台得骏', '燕台骏马', '燕昭', '燕昭筑宫', '燕昭馆', '燕路']
弄璋弄瓦	['弄璋', '弄瓦', '片瓦', '弄章弄瓦', '弄璋弄瓦', '弄瓦弄璋', '掷瓦']
弄獐	['弄獐', '弄獐书', '弄獐伏猎']
偃月堂	['偃月堂', '偃月']
立仗马	['仗马', '立仗马', '三品料', '仗下马', '马慵立仗', '一鸣辄斥', '一鸣都斥去', '仗前喑马', '仗马寒蝉']
张巡嚼齿	['嚼齿', '齿嚼欲碎', '睢阳齿', '眦血成泪', '嚼碎睢阳齿', '张巡嚼齿']
张敞画眉	['画眉', '京兆画眉', '京兆眉妩', '张京兆', '画眉张敞', '画眉郎', '画眉人', '京兆双眉妩', '张敞画眉', '京兆新眉', '京兆画蛾眉', '张敞画', '张眉', '京兆画时颦', '京兆扫', '京兆眉', '张敞怃眉', '京兆鸟', '双眉待人画', '张尹', '眉', '张敞修眉', '张敞眉', '张敞笔']
玉京	['玉京', '玉京人']
五马渡江	['南来五马留', '五马渡江', '五马南浮', '一马化为龙', '化龙东骛']
米家书画船	['书画船', '米家船', '画舫', '米家书画舡']
张纲埋轮	['埋轮', '张纲', '豺狼当道狐安问', '破柱', '埋轮破柱', '狐狸何足道', '狐狸', '埋车', '张纲埋轮', '张纲弃车辙', '不问狐狸', '埋轮之志', '埋车之节', '埋轮使']
张翰杯	['生前有限杯', '生前一杯酒', '即时一杯酒', '张翰酒', '张翰杯']
张融船	['陆居非屋', '牵舟住岸', '张融岸上舟', '岸上船', '张融船', '张融住屋', '张融岸上船', '张融舟屋', '张融舸', '牵舟岸上居']
归马放牛	['休牛', '归马', '放牛桃林', '桃林', '归马放牛', '放牛归马', '归马华山之阳', '放牛桃林之野', '放牛于桃林之野', '休牛归马', '休牛放马', '华山', '华山归马', '归马华山阳', '归马牛', '放马华阳', '牛放桃林', '克殷休牛']
马革裹尸	['裹尸', '裹革', '尸马革', '马革裹尸', '包马革', '裹尸马革', '归马革', '革裹尸', '马革包尸', '马革尸', '马革尸收', '马革', '敛尸', '马革盛尸']
当门兰	['锄兰', '兰偶当门', '当门兰', '兰锄', '芳兰当门', '不得不锄', '当门任君锄']
虎尾春冰	['履虎尾', '履虎', '春冰', '蹈虎尾', '蹈冰', '履虎致咥', '虎尾春冰', '虎尾']
荆棘铜驼	['铜驼', '铜驼荆棘', '荆棘铜驼', '铜驼2', '荆棘埋铜驼', '棘暗铜驼', '铜驼棘', '铜驼烟雨', '铜驼草莽']
徐妃半面妆	['半妆', '半面妆', '妆半', '半面', '徐妆', '徐妃', '徐妃半面妆', '徐妃半妆', '半妆宫额', '半面分妆', '半面啼妆']
得鱼忘荃	['得鱼', '忘筌', '言筌', '蹄筌', '得鱼者忘筌', '得鱼而遂忘筌', '得鱼而忘筌', '得鱼忘筌', '忘荃', '得兔忘蹄', '寄筌', '庄筌', '得兔', '忘筌忘蹄']
微管之叹	['微管', '左衽', '叹微管', '微尔']
徯后之望	['来苏', '徯后之望', '徯后', '徯帝', '徯望', '东征西怨', '后来其苏']
心猿意马	['心猿意马', '意马心猿', '意马', '心马', '心猿', '心如猿猴']
忠泉出井	['拜井', '耿恭拜井', '疏勒', '忠泉出井', '忠泉暗漏']
怀璧为罪	['怀璧', '怀玉', '怀璧为罪', '匹夫怀璧', '匹夫无罪，怀璧其罪', '怀宝为罪', '怀琰']
悬弧射矢	['悬弧', '桑弧蓬矢', '弧矢', '悬帨', '悬弧射矢', '悬弧矢', '悬矢', '挂弧门首', '挂桑弧', '桑弧', '桑弧蒿矢', '蓬弧', '蓬矢', '蓬矢桑弧', '门弧', '垂弧', '弧悬', '弧矢四方', '弧矢垂门', '弧矢悬门', '弧辰']
悬梁刺股	['阴符', '刺股悬头', '悬梁刺股', '缉柳', '悬梁', '悬屋梁', '针股', '文寳缉柳', '刺股', '刺股悬梁', '刺股锥刃', '刺骨', '季子椎', '引锥刺股', '悬刺', '悬头', '悬头刺股', '悬头刺骨', '握锥', '锥握', '锥股']
愚公移山	['移山', '愚移', '愚公', '移山猛', '愚公移山', '北公', '愚叟移', '北山愚', '北山公']
懒残煨半芋	['煨芋', '懒残', '拨灰煨芋', '芋火对懒残', '懒残煨芋熟', '懒残煨半芋', '懒残分芋']
成都卖卜	['成都卜', '卖卜成都', '问君平', '君平卜', '成都卖卜', '君平肆', '君平卖卜', '严君卜', '严君开卦']
执柯	['作伐', '执柯', '斧柯', '伐柯', '冰斧', '执伐', '执柯作伐']
扪虱而谈	['扪虱', '扪虱谈', '雄谈扪虱', '扪虱而谈', '扪虱倾谈', '扪虱剧谈', '扪虱雄谈', '扪虱高谈']
扬州梦	['十年梦', '扬州梦', '十年心事', '十年一梦', '扬州路', '三生杜牧', '扬州一梦', '扬州一觉']
扬雄投阁	['投阁', '子云阁', '汉阁', '扬雄', '扬雄投阁', '投天禄', '投汉阁']
载酒问奇字	['问字', '侯芭', '子云识字', '载酒过门从问字', '载酒问奇字', '携壶问奇字', '载肴从学', '载酒问字', '载醪问字', '问奇', '从载酒', '侯生载酒', '侯芭酒', '扬雄奇字', '子云奇字', '扬子字', '载酒生徒', '载酒过子云']
投木报琼	['琼瑶', '琼琚', '琼瑰', '投瓜', '琼玖', '瑶琼']
投桃报李	['投报', '报李']
投梭折齿	['折齿', '投梭', '遭邻女梭', '掷金梭', '文梭掷幼舆', '谢鲲折齿']
投笔从戎	['投笔', '弃笔砚', '投笔从戎', '班超投笔', '弃笔从戎', '弃笔', '封侯', '投笔事戎轩', '从军', '前驱', '投笔砚', '投笔荷戈', '班生投笔', '佣书之笔', '佣笔', '定远侯', '弃繻投笔', '投笔取封']
投鞭断流	['投鞭', '投鞭断流', '投棰', '投棰填江', '填江', '断长江']
折冲樽俎	['折冲', '折冲尊俎', '折俎', '折冲之臣', '樽俎折强权', '樽俎', '折冲樽俎', '俎樽折冲', '折冲之才']
折鼎覆𫗧	['折足', '鼎折', '鼎𫗧', '鼎足戒', '折鼎覆𫗧', '折足覆𫗧', '折鼎', '覆鼎', '复鼎', '鼎覆', '鼎折足']
抱瓮灌园	['无机', '机心', '抱瓮', '抱瓮灌园', '汉阴机', '抱瓮灌秋蔬', '亡机', '忘机瓮', '抱汉阴瓮', '汉阴园', '汉阴圃']
渭滨垂钓	['太公', '磻溪', '渭滨', '屠钓', '姜太公钓鱼，愿者上钩', '直钩', '磻溪老', '耕钓', '钓国', '钓璜', '钓玉', '投竿垂饵', '钓渭', '渭滨垂钓', '渭水钓', '渭钓', '垂钓', '垂钓翁', '太公一钓', '太公渔渭', '太公钓鱼，愿者上钩', '大钓', '无钩', '子牙垂钓', '岩滨', '投竿', '水滨老', '渭川渔', '渭水封侯', '渭曲逢时', '渭滨叟', '渭上叟', '渭叟', '渭川人', '渭川翁', '渭川老', '渭水渔翁', '渭滨器', '玉璜拨乱', '玉璜韬', '直钩钓国', '直钩鱼']
箕山之节	['箕颍', '箕山之志', '箕山之风', '颍客', '箕山之操', '箕', '濮情', '颍阳']
拍洪崖肩	['洪崖', '拍洪崖肩', '拍洪肩', '拍肩', '左揖洪崖', '把洪崖手', '挈洪浮']
拔宅上升	['拔宅', '拔宅飞升', '拔宅仙', '拔宅上升', '拔宅升天']
一人得道，鸡犬升天	['家口鸡犬', '共得升天', '奴婢鸡犬', '同升天庭', '淮南举', '一人得道，鸡犬升天', '一人得道，鸡犬飞升']
拔山扛鼎	['拔山', '扛鼎', '力能扛鼎', '拔山扛鼎', '拔山之力', '扛鼎之力', '拔山举鼎']
精贯虱心	['贯虱', '贯虱车轮', '贯虱心', '纪昌贯虱', '精贯虱心', '破悬虱', '氂虱']
拔薤	['拔薤', '任棠', '置薤之言', '任棠置水之情', '薤水', '任棠之水', '任棠置水']
竹马交迎	['童骑竹马', '儿童竹马', '竹马迎', '竹马儿童', '郭伋待期之信', '郭细侯', '童儿待郭伋', '美稷相迎', '迎郭伋', '竹马交迎', '竹马', '拜迎', '竹马来迎', '竹马相迎', '竹马迎呼', '竹马迎细侯', '仙童驭竹', '儿童迎细侯', '儿童', '问归期', '童子骑青竹', '竹马童儿', '竹马约', '细侯竹马', '西河竹马']
揽辔澄清	['揽辔澄清', '揽辔登车', '澄清', '澄清志', '孟博揽辔', '揽孟博辔', '揽澄清辔', '揽范生辔', '揽辔', '揽辔中原', '乘轺揽辔', '揽辔才', '澄清揽辔']
钓东海	['任公', '任父', '任钓', '钓东海', '一钓饱千里', '东海钓鳌', '东钓', '五十犗为饵', '任公大饵', '任公子', '任公钓东海', '任公钓', '钓', '任氏钓', '任公钓会稽']
拔赵帜易汉帜	['拔帜', '易帜', '拔赵帜易汉帜', '拔赵易汉', '拔帜树帜', '拔赵帜立赤帜', '夺席拔帜']
唱筹量沙	['量沙夜唱筹']
谈经夺席	['夺席', '戴凭夺席', '谭经屡夺席', '夺席谈经', '谈经', '夺席拔帜', '戴凭席', '戴凭经', '戴凭']
拥鼻吟	['拥鼻', '拥鼻吟', '洛生咏', '掩鼻歌', '拥吟鼻', '拥鼻咏', '掩鼻', '咏', '东山捉鼻', '东山鼻', '捉鼻']
持螯把酒	['持螯', '持蟹', '拍浮', '持螯手', '持螯把酒', '把蟹', '把蟹螯', '把酒持螯', '持杯', '擘蟹', '持螯下酒', '持螯呼酒', '持螯把盏', '持螯拍浮', '持霜螯', '一生', '左持蟹，右持杯']
挂冠	['挂冠', '挂衣冠', '解冠', '衣冠挂神武', '挂冕', '神武衣冠', '挂儒冠', '挂冠神武', '一冠神虎悬', '冠宜挂']
指鹿为马	['指鹿为马', '鹿马', '以鹿为马', '指鹿', '指鹿作马', '指马', '权移马鹿', '迷鹿马']
风从虎，云从龙	['云龙风虎', '龙虎风云', '从龙']
挥戈回日	['鲁阳戈', '挥日', '回日', '驻日', '鲁戈', '鲁阳挥戈', '挥戈能退日', '回天', '挥戈回日', '挥落日戈', '倒日之诚', '回天倒日', '回天却日', '回天挽日', '三舍', '回日轮', '回戈术', '回日戈', '却日戈', '回天戈', '奋鲁阳', '戈回日', '戈挥日', '戈转日', '戈挥日回', '戈挥落日', '挥戈', '再昼', '挥日阳戈', '挥日戈', '挽日挥戈', '返日戈']
捕风捉影	['捕风捉影', '捕风', '捕影', '捕影系风', '系风捕影', '望风捕影', '捉影']
朽木不可雕	['雕朽', '宰予昼寝', '粪土之墙', '朽木难雕', '朽木粪墙', '讥朽木', '雕朽木', '宰予', '朽木不可雕', '朽棘不雕', '嘲宰予']
羲之誓墓	['誓墓', '右军', '羲之誓墓', '右军誓墓', '墓前自誓']
换鹅书	['笼鹅', '换鹅经', '鹅经', '鹅群帖', '鹅群', '写《黄庭》换白鹅', '书好换鹅群', '右军', '换鹅书', '书经', '为鹅', '书邀道士鹅', '写鹅经', '写', '黄庭', '右军鹅', '墨妙', '山阴帖', '山阴道士鹅', '山阴鹅', '换字鹅归', '换鹅', '换群鹅', '换鹅群', '换鹅帖']
枕中鸿宝	['鸿宝', '枕中秘', '枕中编', '枕函', '枕中', '枕中丹', '枕中之藏', '枕中书', '枕中宝', '枕中秘种']
掌上舞	['掌中舞', '赵舞', '纤腰掌上', '掌上承恩', '掌上身', '掌上舞', '掌中轻', '上掌', '掌上温柔', '掌上腰肢', '掌上飞燕', '掌中人']
眼中钉	['眼中钉', '肉中刺', '眼中钉刺', '眼中疔', '眼中刺', '肉刺眼钉', '眼中丁', '眼中物']
探丸借客	['赤丸', '探丸', '探赤白丸', '探丸杀吏', '将黑丸', '斫文吏。', '探丸借客', '丸赤白', '借客探丸']
推梨让枣	['让梨', '让枣推梨', '推梨让枣', '让果', '让梨觅枣', '让梨之岁', '让枣分梨']
鱼化龙	['登龙', '鱼变', '鱼登', '鱼跃', '鱼龙阵', '鱼化龙', '鱼升龙门']
兄肥弟瘦	['兄肥弟瘦']
箪瓢陋巷	['陋巷', '箪瓢', '一瓢', '乐箪瓢', '陋巷箪瓢', '颜回', '颜潜乐于箪瓢', '箪瓢陋巷', '箪瓢颜巷', '自怡', '一瓢乐', '一瓢自乐', '一瓢颜巷', '穷巷', '一瓢饮', '一箪瓢', '僻巷深居', '回乐', '在陋巷', '曲阜之瓢', '瓢饮', '疏水箪瓢', '箪瓢人', '箪瓢士', '箪瓢可乐', '箪瓢乐', '箪瓢颜乐', '箪瓢颜子', '陋巷颜渊', '箪食瓢饮', '瓢箪', '贤哉巷', '乐道', '颜乐', '颜回箪瓢', '颜回瓢饮', '颜氏箪瓢']
棠棣	['华萼', '棠棣', '棣华', '棣萼', '华鄂', '常棣', '棣棠', '棠棣碑', '棣友']
掩耳盗铃	['掩耳盗铃', '掩耳偷铃', '盗铃', '塞耳偷铃', '盗钟掩耳', '掩耳盗钟', '盗钟', '偷铃掩耳']
操刀伤锦	['操刀', '制锦', '伤锦', '操剸', '割锦', '操刀制锦', '操刀伤锦', '学割']
擢发难数	['擢发难数', '擢发数', '擢发莫数', '擢数', '擢发数罪']
攀辕卧辙	['攀恋', '攀留', '攀辕', '攀车', '攀辕遮道', '攀轮', '遮车辙', '攀辕卧辙', '卧车辙', '卧辙攀轮']
鸱得腐鼠	['腐鼠', '怀鼠', '争腐鼠', '餐腥啄腐', '腐鼠吓鹓雏', '腐鼠不足吓', '竞腐鼠于踞鸱', '得鼠欲吓凤', '鸱鸮偏嗜腐鼠', '鸱得腐鼠', '不啄腐鼠', '人间腐鼠', '以腐鼠相吓', '吓人腐鼠', '吓凤', '吓鵷雏', '吓腐鸢', '吓腐鼠', '吓梁国', '寒鸱吓雏', '寒鸱得腐鼠', '寒鸦啄鼠', '烂羊腐鼠', '猜意', '鹓雏', '疑鵷雏', '饥鸢吓', '腐鼠吓鸱争攫取']
犯鳞	['逆鳞', '龙鳞', '撄鳞', '婴鳞', '触鳞', '触龙鳞', '犯鳞', '批逆鳞', '批鳞']
支床龟	['支床', '搘床', '支床龟', '寒龟', '龟支床', '支床脚', '垫床龟', '支床有龟', '有龟', '床下寒龟', '床下龟', '搘床龟']
支遁买山	['买山', '支遁', '买山隐', '买一峰', '买山钱', '买山归卧', '巢由不买山', '巢繇不买山', '支道林']
改弦更张	['改张', '改弦易辙', '改弦', '改弦移柱', '改辙', '改弦更张', '改张易调', '改弦易张', '改柱张弦']
放他头地出	['出一头地', '出人头地', '让一头', '出些头地', '放子出一头', '放他头地出']
沆瀣一气	['沆瀣一气', '气同沆瀣']
敝帚千金	['敝帚', '千金敝帚', '弊帚', '自珍', '千金', '弊帚享千金', '千金享弊帚', '敝帚希千金', '千金易敝帚', '敝帚珍', '千金帚']
文不加点	['文不加点', '文无加点', '鹦鹉赋', '不加点', '下笔不加点', '文无点易', '下笔惊鹦鹉', '健笔凌鹦鹉', '正平摇笔', '祢生词赋', '祢笔']
文君沽酒	['临邛酒', '文君酒', '文君垆', '卓氏当垆', '临邛卮', '文君当垆', '卖酒临邛', '当垆', '文君酒垆', '临邛杯', '卓家垆', '卓女垆头酒', '临邛缶', '文君沽酒', '文君卖酒', '临邛沽酒客', '临邛涤器', '卓女垆', '卓氏垆', '卓女当垆', '卓女烧春', '卓氏杯', '卖垆', '卖酒长卿', '当垆人']
献赋	['献赋', '子云', '甘泉', '奏赋长杨', '长杨', '献长杨赋', '入甘泉', '献《甘泉》']
文翁化俗	['文翁', '化蜀', '文翁能化俗', '化俗', '文翁儒化', '文翁化', '文翁雅化']
斗酒博凉州	['博凉州', '博西凉', '一斗博凉州', '斗酒博西凉', '五斗凉州', '一斗得凉州']
麋鹿群	['麋鹿', '麋鹿游', '麋鹿心', '麋鹿游1', '麋鹿群', '群麋鹿', '随麋鹿']
断肠猿	['断肠', '肠断', '断肠猿', '断猿', '断肠人', '寸肠', '猿声', '寸肠千缕', '愁肠碎']
断袖癖	['断袖分桃', '分桃断袖', '断袖', '断袖癖', '剪袖食桃', '剪袖', '残桃']
掩鼻计	['掩鼻', '掩鼻之丑', '掩鼻计', '劝', '掩袂对怀王']
断鹤续凫	['凫短鹤长', '续凫截鹤', '断鹤续凫', '凫鹤', '截鹤续凫', '鹤长凫短', '续凫断鹤', '强凫变鹤', '凫鹤短长', '续鹜短鹤', '截鹤']
新丰客	['新丰客', '困马周', '买酒醉新丰', '新丰独酌', '一尊独酌', '新丰独饮']
空弦落雁	['惊弦', '弦惊', '伤弓之鸟', '惊弓', '雁惊', '伤弓', '伤弓寒雁', '伤弓断雁', '伤弓翼', '伤禽', '伤雁', '伤鸟', '伤鸿', '伤禽畏弦', '伤弓怯虚弹', '伤禽悲弦', '伤鸟闻弦', '弦伤', '怯弦', '怯弓张', '惊虚弓', '惊弓之鸟', '断雁', '惊弦之鸟', '惊弦雁', '惊禽', '飞鸟', '惊羽落空弦', '惊雁落空弦', '惊鸿虚发下平原']
王母蟠桃	['蟠桃', '仙桃', '西母蟠桃', '王母留桃核', '王母蟠桃', '树栽嗤汉武', '栽桃魂']
方枘圆凿	['方枘', '圆凿', '枘凿方圆', '圜凿', '方凿圆枘', '方圆', '圜枘', '方凿', '方枘圆凿']
方皋相马	['牝牡', '牝牡骊黄', '骊牝', '方皋相马', '九皋相马', '不知牝牡', '九方皋', '九方', '九方歅', '沙丘之马', '沙丘牡黄']
无弦琴	['素琴', '陶琴', '无弦琴', '不弦琴', '无声琴', '无弦', '无弦木', '没弦琴', '渊明素琴', '陶令琴', '陶令素琴']
日近长安远	['日边', '日近长安远', '长安日', '长安', '日远长安', '日远长安近', '天远长安近', '帝乡远于日', '日近', '长安近', '不远', '长安日近', '长安近于日', '长安如日近']
日食万钱	['食万钱', '日食万钱', '日万钱', '万钱食', '何曾万钱', '无下箸处', '食日万钱', '日费万钱', '饼字炊十裂', '万钱一食', '万钱下箸', '下箸万钱', '何曾下箸迟', '日费', '万钱']
