sentence	allusion	variation_number	allusion_index	transformed_allusion
谭经腹笥便，落句笔弩劲。	孝先便腹	1	[[2, 4]]	[2, 3, 4, 孝先便腹]
吴越相谋计策多，浣纱神女已相和。	西施	1	[[8, 11]]	[8, 9, 10, 11, 西施]
青衫小帽这回来，安仁两鬓秋霜重。	潘安白发	1	[[8, 11]]	[8, 9, 10, 11, 潘安白发]
六韬九法，不用吴起旧书;三令五申，无劳孙武先诫。	吴宫教阵	1	[[12, 15]]	[12, 13, 14, 15, 吴宫教阵]
臣按：鲁立武宫、立炀宫，举其废也；跻僖公，废其举也；鲁之郊禘与祀文王、祀爰居，祭所不当祭也。	鲁禽情	1	[[35, 37]]	[35, 36, 37, 鲁禽情]
强项居然同豸触，虚心原自逊犀通。	强项令	1	[[0, 1]]	[0, 1, 强项令]
源纪二诗曰：“离迷禾黍问南村，惭愧担簦五柳门。	陶潜柳	1	[[19, 20]]	[19, 20, 陶潜柳]
知爱鲁连归海上，肯令王翦在频阳。	鲁连辞赏	1	[[2, 6]]	[2, 3, 4, 5, 6, 鲁连辞赏]
望尘不及，初非千里之遥;听响争先，终欣一日之至。	望尘莫及	1	[[0, 3]]	[0, 1, 2, 3, 望尘莫及]
便言楚江萍，光彩牟旭日。	楚江萍	1	[[2, 4]]	[2, 3, 4, 楚江萍]
却问寿阳宫额，两三蕊，怎能著?	梅花妆	1	[[2, 5]]	[2, 3, 4, 5, 梅花妆]
务使霞浆兴，方乘泛洛归。	流霞	1	[[2, 3]]	[2, 3, 流霞]
朕所以驭朽悬旌，坐而待曙，劳怀罪己之念，延想安人之策。	朽索驭马	1	[[3, 6]]	[3, 4, 5, 6, 朽索驭马]
试问当垆人在否，空教是处闻名。	文君沽酒	1	[[2, 4]]	[2, 3, 4, 文君沽酒]
趋炎不上江郎颊，欲涅还愁墨翟丝。	墨子悲染丝	1	[[12, 14]]	[12, 13, 14, 墨子悲染丝]
仙家幻作玉楼台，王猷访戴棹休回。	访戴	1	[[8, 11]]	[8, 9, 10, 11, 访戴]
博浪飞椎后，圯桥进履年。	圯桥进履	1	[[6, 9]]	[6, 7, 8, 9, 圯桥进履]
蚁穴梦魂人世，杨花踪迹风中。莫将社燕等秋鸿，处处春山翠重。	南柯梦	1	[[0, 3]]	[0, 1, 2, 3, 南柯梦]
混沌何由凿，青冥未有梯。	凿窍	1	[[0, 4]]	[0, 1, 2, 3, 4, 凿窍]
含情傲睨慰心目，何可一日无此君。	子猷惜此君	1	[[8, 14]]	[8, 9, 10, 11, 12, 13, 14, 子猷惜此君]
尀耐宫车晏驾，不得叨陪顾命之班;髯鼎升遐，未克追随托孤之任。	乘龙出鼎湖	1	[[16, 19]]	[16, 17, 18, 19, 乘龙出鼎湖]
谬忝莲花幕，虚沾柏署官。	莲幕	1	[[2, 4]]	[2, 3, 4, 莲幕]
诏曰：‘闾以悬车之年，方求衣锦，知进忘退，有尘谦德。’	衣绣夜行	1	[[13, 14]]	[13, 14, 衣绣夜行]
屈奇心迹举场空，醒亦能狂盖次公。	次公狂	1	[[8, 11]]	[8, 9, 10, 11, 次公狂]
难儿一发胀红了脸，如坐针毡。	如坐针毡	1	[[9, 12]]	[9, 10, 11, 12, 如坐针毡]
玉壶琼岛，万古愁人少。	壶中天	1	[[0, 1]]	[0, 1, 壶中天]
王廷珪逸士王廷珪先生珙，明初常熟人也，卜宅于虞山之北，萧溪之上，植竹万竿，容与其中。	卜市邻	1	[[19, 20]]	[19, 20, 卜市邻]
卿骋足瀛部，已著康歌，督府务殷，是用相授。	康哉	1	[[8, 9]]	[8, 9, 康哉]
重委操剸，铓刃益精。	操刀伤锦	1	[[2, 3]]	[2, 3, 操刀伤锦]
吹帽他时兴，登台此日情。	孟嘉落帽	1	[[0, 1]]	[0, 1, 孟嘉落帽]
乞食王孙，吹箫公子，也受穷途厄。	吴市吹箫	1	[[5, 8]]	[5, 6, 7, 8, 吴市吹箫]
想当年几卷冰绡，珠玉挥毫，五岳摇。万古云霄，鸡林价贵，凤阁名高。	诗入鸡林	1	[[22, 25]]	[22, 23, 24, 25, 诗入鸡林]
胜地不常，盛筵难再，兰亭已矣，梓泽丘墟。	兰亭会	1	[[10, 11]]	[10, 11, 兰亭会]
宋株聊自守，鲁酒怕旁围。	鲁酒薄而邯郸围; 守株待兔	2	[[6, 7], [0, 4]]	[6, 7, 鲁酒薄而邯郸围]; [0, 1, 2, 3, 4, 守株待兔]
累职比柴桑，清秋入楚乡。	柴桑	1	[[3, 4]]	[3, 4, 柴桑]
有某姓者，门户式微，以负贩起家；意欲攀援仕族，商诸比部吴君；吴善讽刺，曰：“我有一典，请为汝述之。	歌式微	1	[[7, 8]]	[7, 8, 歌式微]
孝明传胤，维城八国。	藩垣	1	[[5, 6]]	[5, 6, 藩垣]
华萼相光饰，嘤鸣悦同响。	棠棣	1	[[0, 1]]	[0, 1, 棠棣]
民谣有云：东海杀孝妇，大旱三年。	东海孝妇	1	[[7, 9]]	[7, 8, 9, 东海孝妇]
香径里，绝缨、掷果无数。	绝缨	1	[[4, 5]]	[4, 5, 绝缨]
快哉《逍遥游》，蒙庄真达生。	漆园吏	1	[[8, 9]]	[8, 9, 漆园吏]
赁庑作客十七年，方与斯湖暂别耳。	梁鸿赁庑	1	[[0, 3]]	[0, 1, 2, 3, 梁鸿赁庑]
自是之后，禁旅可班，军屯可复，金马碧鸡可致。	金马碧鸡	1	[[15, 18]]	[15, 16, 17, 18, 金马碧鸡]
妾既邀鲍先生，本当扫榻，亲荐枕席，又恐怕流入狎邪之私。	陈蕃榻	1	[[9, 10]]	[9, 10, 陈蕃榻]
刀尺不亏绳墨在，莫疑张翰恋鲈鱼。	莼羹鲈脍	1	[[12, 14]]	[12, 13, 14, 莼羹鲈脍]
莫问蒲萄出月氏，不缘瓜枣访安期。	枣大如瓜	1	[[10, 11]]	[10, 11, 枣大如瓜]
昔日接䍦;倒，今我葛巾翻。	山公醉酒; 山公醉酒	2	[[2, 3], [4, 5]]	[2, 3, 山公醉酒]; [4, 5, 山公醉酒]
上相自求王导节，深宫新赐邓通钱。	邓家铜山	1	[[12, 14]]	[12, 13, 14, 邓家铜山]
分定金兰契，言通药石规。	金兰之友	1	[[2, 4]]	[2, 3, 4, 金兰之友]
酆都宫颂曰：纣绝标帝神，谅事遘重阿，炎如霄中烟，勃若曜景华，武城带神锋，恬照吞清河，阊阖临丹井，云门郁嵯峨，七非通奇盖，连宛亦敷魔，六天横北道，此是鬼神家。	丹砂井	1	[[45, 46]]	[45, 46, 丹砂井]
晋楚相持，吾王正在用人之际，两位将军，有此神箭，当奏闻吾王，美玉不可韫椟而藏。	韫椟待价	1	[[34, 37]]	[34, 35, 36, 37, 韫椟待价]
讵料今日中日交涉完结后，和平亡国之声浪乃遍传于人口，是当曰不幸而言中。	桑间濮上	1	[[14, 17]]	[14, 15, 16, 17, 桑间濮上]
活人无算，待树苏家丹橘之林，惟我知言，请读毕氏青囊之帙。	青囊书	1	[[23, 24]]	[23, 24, 青囊书]
当时欢向掌中销，桃叶桃根双姊妹。	桃叶桃根	1	[[8, 11]]	[8, 9, 10, 11, 桃叶桃根]
堆案书邮少，登门刺字稀。	致书邮	1	[[2, 3]]	[2, 3, 致书邮]
不然，夫子梦奠之后，犹能助人诛无道，岂请讨陈常习气犹在耶?	夫子梦奠	1	[[3, 6]]	[3, 4, 5, 6, 夫子梦奠]
懒惊边睡足，饮诧邴肠宽。	孝先便腹	1	[[2, 3]]	[2, 3, 孝先便腹]
谁知暗中不识青钱选，喜得不曾品作人间第二泉。	青钱万选	1	[[6, 8]]	[6, 7, 8, 青钱万选]
湖上西风，露花啼处秋香老。谢家春草，唱得清商好。	梦惠连	1	[[13, 16]]	[13, 14, 15, 16, 梦惠连]
烧弃粮草，填井破釜，绝其生类。	破釜沉舟	1	[[7, 8]]	[7, 8, 破釜沉舟]
〔秦穆公〕亲举五羖大夫于系缧之中。	五羖大夫	1	[[7, 10]]	[7, 8, 9, 10, 五羖大夫]
僧曰：“恁么则意马已成于宝马，心牛顿作于白牛去也。	心猿意马	1	[[7, 8]]	[7, 8, 心猿意马]
谷口知何似，他年愿卜邻。	谷口子真	1	[[0, 1]]	[0, 1, 谷口子真]
宦游梦入槐，宴坐肘生柳。	柳生左肘; 南柯梦	2	[[8, 10], [2, 4]]	[8, 9, 10, 柳生左肘]; [2, 3, 4, 南柯梦]
人琴俱逝，赏音阒然。	人琴俱亡	1	[[0, 3]]	[0, 1, 2, 3, 人琴俱亡]
则问那映雪的书生安在?便是冻苏秦也怎生去搠笔巡街?	季子貂敝	1	[[13, 15]]	[13, 14, 15, 季子貂敝]
朱雀桥边野草花，乌衣巷口夕阳斜。旧时王谢堂前燕，飞入寻常百姓家。	乌衣门第	1	[[8, 10]]	[8, 9, 10, 乌衣门第]
倘若将他首发，岂不是把那刎颈至交，做成一个负心贼子吗?	负荆请罪	1	[[12, 15]]	[12, 13, 14, 15, 负荆请罪]
即康节最通数学，亦仅以奇偶方圆，揣摩影响，实非从推步而知。故持论弥高，弥不免郢书燕说。	郢书燕说	1	[[38, 41]]	[38, 39, 40, 41, 郢书燕说]
先生振其家声，克绍云台烟阁之烈，我国家亲臣世臣之选，舍先生奚属哉。	凌烟阁	1	[[11, 12]]	[11, 12, 凌烟阁]
嗟尔漆室女，长叹良苦辛。	漆室忧葵	1	[[2, 4]]	[2, 3, 4, 漆室忧葵]
拔山意气今何在，犹有遗祠可乞灵。	拔山扛鼎	1	[[0, 1]]	[0, 1, 拔山扛鼎]
智聚文渊米，心同谢傅棋。	围棋赌墅	1	[[8, 10]]	[8, 9, 10, 围棋赌墅]
凭栏独耸诗肩瘦，对立西山玉几尖。	郊寒岛瘦	1	[[4, 6]]	[4, 5, 6, 郊寒岛瘦]
《初闻京师义和团事感赋》有云：“今日黄天传角道，非徒赤子弄潢池。	弄兵潢池	1	[[28, 30]]	[28, 29, 30, 弄兵潢池]
即墨龙文光照曜，常山蛇阵势纵横。	火牛阵	1	[[0, 3]]	[0, 1, 2, 3, 火牛阵]
壮当熊之忠勇，深辞辇之明智。	冯媛当熊; 班妾辞辇	2	[[1, 2], [8, 9]]	[1, 2, 冯媛当熊]; [8, 9, 班妾辞辇]
达人不堕牛山泪，何待将心与汝安。	牛山下涕	1	[[4, 6]]	[4, 5, 6, 牛山下涕]
捧日恩光别，抽毫顾问殊……掷地声名寡，摩天羽翮孤。	掷地金声	1	[[13, 16]]	[13, 14, 15, 16, 掷地金声]
待得新亭，倒持手版，何似抽还政事堂。	谢安雅量	1	[[5, 8]]	[5, 6, 7, 8, 谢安雅量]
伤心极，恁桃僵李代，鱼网鸿罹。	李代桃僵	1	[[5, 8]]	[5, 6, 7, 8, 李代桃僵]
天纵深林老栎樗，惊看云壑驻安车。	樗栎	1	[[5, 6]]	[5, 6, 樗栎]
秋夜雨，秋夜雨，何时住我愿，扫开万里云，日月光明天尺五。	去天尺五	1	[[24, 26]]	[24, 25, 26, 去天尺五]
月纤张敞画，荷妖韩寿香。	张敞画眉	1	[[2, 4]]	[2, 3, 4, 张敞画眉]
夏果磊落，秋瓜轮囷。	美轮美奂	1	[[7, 8]]	[7, 8, 美轮美奂]
沙拥大江水，泥封函谷关。古来世上雄，宰木风雨寒。	泥封函谷	1	[[6, 9]]	[6, 7, 8, 9, 泥封函谷]
风流南北阮，诗酒一时豪；鲲岛占星聚，鸡林逐价高。	诗入鸡林	1	[[18, 19]]	[18, 19, 诗入鸡林]
子之心胸，蟠屈龙蛇。风云变化，雨雹交加。忽然挥斧，霹雳轰车。	郢匠挥斤	1	[[22, 23]]	[22, 23, 郢匠挥斤]
傥老祖台肯执耳齐盟，则元老临戎，军声克振。	执牛耳	1	[[5, 6]]	[5, 6, 执牛耳]
望林止渴功就，不数夭桃繁杏。	望梅止渴	1	[[0, 3]]	[0, 1, 2, 3, 望梅止渴]
操一苇以障狂澜，酾杯水以救燎原，此亡国乱群，所以相随属也。	一苇	1	[[1, 2]]	[1, 2, 一苇]
他年犹拟金貂换，寄语黄公旧酒垆。	金貂换酒	1	[[4, 6]]	[4, 5, 6, 金貂换酒]
叹离离，荒宫废苑，几番禾稷。	黍离愁	1	[[0, 2]]	[0, 1, 2, 黍离愁]
青布旗夸千日酒，白头浪吼半江风。	千日酒	1	[[4, 6]]	[4, 5, 6, 千日酒]
君不见，邵平东陵时，何若瓜田心自如。	东陵瓜	1	[[6, 7]]	[6, 7, 东陵瓜]
印证所学，相叹伯乐不常有也。	伯乐相马	1	[[7, 8]]	[7, 8, 伯乐相马]
潢池刀剑卖已尽，贞观斗米方成钱。	弄兵潢池	1	[[0, 1]]	[0, 1, 弄兵潢池]
亦知弹剑铗，不是爱冠缨。	冯驩弹铗	1	[[2, 4]]	[2, 3, 4, 冯驩弹铗]
曰：“然则曹孟德‘月明星稀’，稽叔夜‘目送归鸿’，何如？	手挥目送	1	[[19, 22]]	[19, 20, 21, 22, 手挥目送]
第一盏宣视盏，送御酒，歌板色，唱《祝尧龄》，赐百官酒。	华封三祝	1	[[17, 19]]	[17, 18, 19, 华封三祝]
初蜡阮公屐，逝将访金粟。	阮孚蜡屐	1	[[2, 4]]	[2, 3, 4, 阮孚蜡屐]
贲老马垂耳，不见百里。	老马识途	1	[[1, 2]]	[1, 2, 老马识途]
此郡僻处万山中，风俗质朴，混沌未凿。	凿窍	1	[[13, 16]]	[13, 14, 15, 16, 凿窍]
鹤骨难支萧寺雨，鹃魂彳亍故园心。	望帝啼鹃	1	[[8, 9]]	[8, 9, 望帝啼鹃]
低回甘折腰，俯仰甚出胯。	胯下之辱	1	[[9, 10]]	[9, 10, 胯下之辱]
异璧光之照庑，同剑影之埋丰。	丰城剑气; 丰城剑气	2	[[8, 9], [11, 12]]	[8, 9, 丰城剑气]; [11, 12, 丰城剑气]
儒林填于坑阱，诗书炀而为烟。	焚书坑儒	1	[[7, 9]]	[7, 8, 9, 焚书坑儒]
归卧柴桑种秫田，东华回首泪潸然。	陶令秫	1	[[4, 5]]	[4, 5, 陶令秫]
多应他陈蕃下榻，肯教你王粲登楼。	陈蕃榻	1	[[3, 6]]	[3, 4, 5, 6, 陈蕃榻]
出门便作焚舟计，生不成名死不归。	破釜沉舟	1	[[4, 5]]	[4, 5, 破釜沉舟]
汗师还，耆老犹作绨袍恋恋之意。	绨袍惠	1	[[8, 11]]	[8, 9, 10, 11, 绨袍惠]
鷃雀，小鸟，以喻小人列位也。	榆枋之见	1	[[0, 1]]	[0, 1, 榆枋之见]
犊鼻生涯一酒垆，当年嗤笑欲何如?	文君沽酒	1	[[0, 3]]	[0, 1, 2, 3, 文君沽酒]
邹律有风吹不变，郤枝无分住应难。	郤诜丹桂	1	[[8, 9]]	[8, 9, 郤诜丹桂]
野鹊迎金印，郊云拂画旗。	鹊石	1	[[1, 4]]	[1, 2, 3, 4, 鹊石]
道叶神交，黄石授帝师之略;德由天纵，白云降王辅之精。	圯桥进履	1	[[8, 11]]	[8, 9, 10, 11, 圯桥进履]
晋向秀入洛，文帝曰：“闻有箕山之志，何以在此？	箕山之节	1	[[13, 16]]	[13, 14, 15, 16, 箕山之节]
铤鹿偶然完首尾，烂羊多赖得公侯。	铤而走险	1	[[0, 1]]	[0, 1, 铤而走险]
共怜王掾少，粉署有光辉。	黑头公	1	[[2, 4]]	[2, 3, 4, 黑头公]
倘逐紫鳞藏壑去，拟随黄雀报珠来。	黄雀报	1	[[10, 13]]	[10, 11, 12, 13, 黄雀报]
送何研孙同年省亲扬州官梅诗兴动扬州，巢父东游悔掉头！	东阁官梅	1	[[10, 13]]	[10, 11, 12, 13, 东阁官梅]
侍臣最有相如渴，不赐金茎露一杯。	金铜仙人	1	[[10, 12]]	[10, 11, 12, 金铜仙人]
沛中父老讴歌入，海内英雄倒载回。	山公醉酒; 大风歌	2	[[12, 13], [0, 5]]	[12, 13, 山公醉酒]; [0, 1, 2, 3, 4, 5, 大风歌]
闻得罗敷未有夫，支机肯许问津无?他年得射如皋雉，珍重今朝仆射姑。	如皋射雉	1	[[20, 22]]	[20, 21, 22, 如皋射雉]
陛下枕戈尝胆之秋，可不拔贤举能，一新政治乎?	祖鞭先著	1	[[2, 5]]	[2, 3, 4, 5, 祖鞭先著]
此实公所小，安用歌袴襦。	歌五袴	1	[[8, 10]]	[8, 9, 10, 歌五袴]
漓水鏖兵曾雪涕，沪江介寿又衔杯。	介眉寿	1	[[10, 11]]	[10, 11, 介眉寿]
自遇孙阳知，受恩感欲泣。	骥伏盐车	1	[[2, 4]]	[2, 3, 4, 骥伏盐车]
故人已作骑箕英，憔悴倦游谁可伦。	骑箕尾	1	[[4, 5]]	[4, 5, 骑箕尾]
东门种瓜抱溪瓮，西斋瀹茗𨟉山泉。	东陵瓜	1	[[0, 3]]	[0, 1, 2, 3, 东陵瓜]
世禄侈富，车驾肥轻。	乘肥衣轻	1	[[7, 8]]	[7, 8, 乘肥衣轻]
爰有遐狄，镣质轮菌。	美轮美奂	1	[[7, 8]]	[7, 8, 美轮美奂]
已息汉阴诮，且同濠上观。	抱瓮灌园	1	[[2, 4]]	[2, 3, 4, 抱瓮灌园]
凭仗桃根，说与凄凉意。	桃叶桃根	1	[[2, 3]]	[2, 3, 桃叶桃根]
后来者谁可与言，东里之颦邯郸步。	东施效颦	1	[[8, 11]]	[8, 9, 10, 11, 东施效颦]
又《晚唐伍乔诗序》：「唐人应制诗尚宏博，类以台阁气象为归，论者谓郊寒岛瘦，固宜淹抑终身。	郊寒岛瘦	1	[[32, 35]]	[32, 33, 34, 35, 郊寒岛瘦]
仪舌忻犹在，舒帷誓不褰。	张仪舌	1	[[0, 1]]	[0, 1, 张仪舌]
今方技之书，汗牛充栋，欲求治虚之妙术，当用何书乎？	汗牛充栋	1	[[6, 9]]	[6, 7, 8, 9, 汗牛充栋]
各悯伤弓翼，聊同煦沫鳞。	空弦落雁	1	[[2, 4]]	[2, 3, 4, 空弦落雁]
雨露满儒服，天心知《子虚》。	子虚乌有; 子虚乌有	2	[[8, 8], [10, 11]]	[8, 子虚乌有]; [10, 11, 子虚乌有]
少青大哭曰：“覆巢之下，必无完卵。	巢倾卵破	1	[[13, 15]]	[13, 14, 15, 巢倾卵破]
焦庵惟结草，董杏偶论株。	董奉杏成林	1	[[6, 7]]	[6, 7, 董奉杏成林]
有时是编辑一眼看高，一眼看低，这叫没遇见伯乐。	伯乐相马	1	[[20, 21]]	[20, 21, 伯乐相马]
莫问世间何事，与剑头微吷。	剑头一吷	1	[[8, 11]]	[8, 9, 10, 11, 剑头一吷]
君皆逸韵，须为应莛撞。	以莛撞钟	1	[[8, 9]]	[8, 9, 以莛撞钟]
前驱效命，元恶斯歼。既挂胆于西州，方燃脐于东市。	燃脐	1	[[18, 19]]	[18, 19, 燃脐]
讲学情田埆，谈经腹笥虚。	孝先便腹	1	[[8, 9]]	[8, 9, 孝先便腹]
同舟无敌国之形，一室无操戈之事，久且为我绸缪，彻我桑土，不特血不妄行，亦将润筋生色，永断覆辙之患，又何必绝之太甚，以自取争斗哉，此血治之法，尤当留意。	未雨绸缪	1	[[20, 21]]	[20, 21, 未雨绸缪]
理刑之官，非可以兼辅导，若如所请，将来陇蜀之请，又不知其如何。	得陇望蜀	1	[[19, 22]]	[19, 20, 21, 22, 得陇望蜀]
到处聚观香案吏，此邦宜著玉堂仙。	玉堂金马	1	[[12, 14]]	[12, 13, 14, 玉堂金马]
高堂有母缺甘旨，负米何辞数千里。	子路负米	1	[[8, 9]]	[8, 9, 子路负米]
《通明赋》云：华盖临身，定为方外之人，留心于莲社兰台，容膝于蒲团竹偈。	莲社	1	[[22, 23]]	[22, 23, 莲社]
黄祖不怜鹦鹉客，志公偏赏麒麟儿。	麒麟楦; 麒麟儿	2	[[12, 14], [12, 14]]	[12, 13, 14, 麒麟楦]; [12, 13, 14, 麒麟儿]
他们的心意果真像空空的一张白纸或者浑沌的一块石头么?	凿窍	1	[[17, 18]]	[17, 18, 凿窍]
晒犊戏君君笑受，仍云步不羡邯郸。	未能免俗	1	[[0, 1]]	[0, 1, 未能免俗]
可知吴下伤春客，旧是临邛病渴人。	相如病渴	1	[[10, 13]]	[10, 11, 12, 13, 相如病渴]
已办鬓霜供岁籥，仍拚髀肉了征鞍。	髀肉复生	1	[[10, 11]]	[10, 11, 髀肉复生]
我国若不先自下手，自办银行，自筑铁路，必被外人先我著鞭，倒是心腹大患哩。	祖鞭先著	1	[[23, 26]]	[23, 24, 25, 26, 祖鞭先著]
赋得上林佳景尽，不知谁为荐临邛。	狗监揄扬	1	[[12, 14]]	[12, 13, 14, 狗监揄扬]
朝议正为刘氏袒，里优忽唱李公颠。	左右袒	1	[[4, 6]]	[4, 5, 6, 左右袒]
为人在世，两面三刀，背前面后，暗箭伤人，暗刀杀人，口蜜腹剑，这一等人见了阎君之后，发到这个枪刀山上来，乱刀乱枪，乱砍做一团肉泥，问君认得刀枪否？	口蜜腹剑	1	[[25, 28]]	[25, 26, 27, 28, 口蜜腹剑]
但令闻一曲，馀声三日飞。	馀音绕梁	1	[[6, 10]]	[6, 7, 8, 9, 10, 馀音绕梁]
我怕你把无情岁月空闲过，待劝你学东邻窥玉，卓氏当垆。	文君沽酒	1	[[21, 24]]	[21, 22, 23, 24, 文君沽酒]
熊胆平生苦，鱼轩晚岁荣。	熊丸之教	1	[[0, 1]]	[0, 1, 熊丸之教]
未展六奇术，先亏一篑功。	功亏一篑	1	[[7, 10]]	[7, 8, 9, 10, 功亏一篑]
坐登徐孺榻，频接李膺杯。	李膺门; 陈蕃榻	2	[[7, 10], [2, 4]]	[7, 8, 9, 10, 李膺门]; [2, 3, 4, 陈蕃榻]
功略盖天地，名飞青云上。苦战竟不侯，当年颇惆怅。	李广难封; 李广难封	2	[[12, 13], [15, 16]]	[12, 13, 李广难封]; [15, 16, 李广难封]
嘉文痛妻尸不可得，间关至杭，家贫，不得赎.帅恨慧奴，故高其值，见嘉文，操戈逐之，流离冻馁，无所居止。	同室操戈	1	[[35, 36]]	[35, 36, 同室操戈]
佳节萧条陋巷中，雪穿窗户有颜风。	箪瓢陋巷	1	[[13, 14]]	[13, 14, 箪瓢陋巷]
虽有佛图澄佛法无边噀酒莫能扑灭，虽有张虚靖道法至显倾茶难以消瀹。	栾巴噀酒	1	[[9, 10]]	[9, 10, 栾巴噀酒]
肉阵屏风散似云，烛围尚向封家立。	肉阵	1	[[0, 1]]	[0, 1, 肉阵]
非惟抚鹡鸰之原，得诲孤而治葬，抑少憩鸡豚之社，容息蹇以磨铅。	鹡鸰在原; 怀铅提椠	2	[[3, 6], [27, 28]]	[3, 4, 5, 6, 鹡鸰在原]; [27, 28, 怀铅提椠]
亚夫细柳最堂堂，吏士持满彀弓弩。	细柳营	1	[[0, 3]]	[0, 1, 2, 3, 细柳营]
几载孤帏守短檠，辛勤教子未成名，颙看奋翮鹍鹏。	鲲鹏展翅	1	[[18, 21]]	[18, 19, 20, 21, 鲲鹏展翅]
分波终仗灵犀力，填海犹存精卫心。	精卫填海	1	[[12, 14]]	[12, 13, 14, 精卫填海]
这的是主人情重出红妆，怎做得司空见惯只寻常？	司空见惯	1	[[14, 17]]	[14, 15, 16, 17, 司空见惯]
然伯道无儿，庭闱岑寂，岂非人生一大缺憾哉？	邓攸无子	1	[[1, 4]]	[1, 2, 3, 4, 邓攸无子]
子之承亲，温席扇枕;子之友悌，同舆共寝。	温席扇枕	1	[[5, 8]]	[5, 6, 7, 8, 温席扇枕]
闻道陈蕃悬榻久，其如仲子灌园忙?	仲子灌园	1	[[10, 13]]	[10, 11, 12, 13, 仲子灌园]
自檄草参筹，宾筵领袖，鼎梅助味，省闼权衡。	盐梅和鼎	1	[[11, 14]]	[11, 12, 13, 14, 盐梅和鼎]
中军、左、右、前、后军，皆有地分，方之以行垣，而无通其交往。	分茅列土	1	[[14, 15]]	[14, 15, 分茅列土]
羲之誓墓成嵇懒，平叔删书更老成。	羲之誓墓	1	[[0, 3]]	[0, 1, 2, 3, 羲之誓墓]
泛以东篱菊，寿以漆园椿。	椿年	1	[[8, 10]]	[8, 9, 10, 椿年]
未似尸乡翁，拘留盖阡陌。	祝鸡翁	1	[[2, 4]]	[2, 3, 4, 祝鸡翁]
英雄岂作书生筭，也作还乡昼锦看。	衣绣夜行	1	[[10, 13]]	[10, 11, 12, 13, 衣绣夜行]
《赠辛判官》云：我愁远谪夜郎去，何日金鸡放赦回？	金鸡放赦	1	[[18, 21]]	[18, 19, 20, 21, 金鸡放赦]
历溯圣主当阳之显烈，敢以削平蜗角，遽事颂；而仰睹先几烛照之睿筹，则即绥靖鲲身，亦绳祖武。	蛮触交争	1	[[14, 15]]	[14, 15, 蛮触交争]
去国尚思王粲赋，逢时空惜贾生才。	王粲登楼	1	[[4, 6]]	[4, 5, 6, 王粲登楼]
既无黄耳寄家书，也合随时寄雁鱼。	雁足书	1	[[13, 14]]	[13, 14, 雁足书]
一个云笼晓色山装面，一个月浸寒潭永画眉。	张敞画眉	1	[[17, 18]]	[17, 18, 张敞画眉]
闻有鼓盆之戚，不易排遣，人之处世，不如意者，十常八九，凡百更须以道自处，无伤生也。	鼓盆	1	[[2, 5]]	[2, 3, 4, 5, 鼓盆]
手无后羿弓，安得九乌落?	羿射九日	1	[[8, 10]]	[8, 9, 10, 羿射九日]
破镜重归，盟心不改，义实可嘉。	破镜重圆	1	[[0, 3]]	[0, 1, 2, 3, 破镜重圆]
若爱殿前苍玉佩，断无身后碧纱笼。	碧纱笼	1	[[12, 14]]	[12, 13, 14, 碧纱笼]
辍斤之恸，何独庄周;闻笛而悲，宁惟向秀?	山阳笛	1	[[10, 11]]	[10, 11, 山阳笛]
手担谓应作织字女舞，并衿匏瓜庭。	匏瓜	1	[[12, 13]]	[12, 13, 匏瓜]
