sentence	author	title	allusion	allusion_index
海鹤一笑之，思归向辽东。	李白	至陵阳山登天柱石酬韩侍御见招隐黄山	令威（丁令威）	[[]]
贾谊才方达，扬雄老未迁。	胡皓	同蔡孚起居咏鹦鹉	贾谊	[[0, 1]]
骢马朝天疾，台乌向日飞。	刘商	送杨闲侍御拜命赴上都	骢马（桓典）	[[0, 1]]
骢马朝天疾，台乌向日飞。	刘商	送杨闲侍御拜命赴上都	柏台	[[6, 7]]
耕岩非谷口，结草即河滨。	杜甫	寄张十二山人彪三十韵	谷口（郑朴）	[[0, 1]]
御史新骢马，参军旧紫髯。	杜甫	送张二十参军赴蜀州因呈杨五侍郎	骢马（桓典）	[[3, 4]]
御史新骢马，参军旧紫髯。	杜甫	送张二十参军赴蜀州因呈杨五侍郎	郗超（王珣，郗超）	[[]]
楚冠怀钟仪，越吟比庄舄。	李白	仕南卧病书怀寄蜀中赵徵君苏	越吟（庄舄）	[[6, 7]]
楚冠怀钟仪，越吟比庄舄。	李白	仕南卧病书怀寄蜀中赵徵君苏	南冠（钟仪）	[[]]
穷似丘轲休叹息，达如周召亦尘埃。	罗隐	水边偶题	周召	[[10, 11]]
江总外家养，谢安乘兴长。	杜甫	入衡州	谢公（谢安）	[[6, 7]]
满目飞明镜，归心折大刀。	杜甫	八月十五夜月二首之一	刀头（任立政，李陵）	[[2, 3, 4]]
不阻蓬荜兴，得兼梁甫吟。	杜甫	同李太守登历下古城员外新亭亭对鹊湖	梁甫（诸葛亮）	[[8, 9, 10]]
独惭投汉阁，俱议哭秦庭。	杜甫	秦州见敕目薛三璩授司议郎毕四曜除监察与二子有故远喜迁官兼述索居凡三十韵	哭秦庭（伍员，申包胥）	[[8, 9, 10]]
独惭投汉阁，俱议哭秦庭。	杜甫	秦州见敕目薛三璩授司议郎毕四曜除监察与二子有故远喜迁官兼述索居凡三十韵	投阁（扬雄，王莽）	[[]]
南阮贫无酒，唯将泪湿衣。	李端	送别驾赴晋陵即舍人叔之兄	阮家贫（阮咸，阮籍）	[[0, 1, 2]]
鸿雁飞不到，音尘何由达。	独孤及	代书寄上李广州	鸿雁（刘彻，苏武）	[[0, 1]]
桂折因同树，莺迁各异年。	白居易	东都冬日会诸同年宴郑家林亭	桂枝（郤诜）	[[0, 1]]
桂折因同树，莺迁各异年。	白居易	东都冬日会诸同年宴郑家林亭	迁莺	[[6, 7]]
泪忆岘山堕，愁怀湘水深。	孟浩然	秦中苦雨思归赠袁左丞贺侍郎	岘首（羊祜）	[[]]
朝饮河生尘，暮饮海绝流。	韩愈	双鸟诗	桑田（麻姑）	[[2, 3, 4]]
朝饮河生尘，暮饮海绝流。	韩愈	双鸟诗	邓林（夸父）	[[7, 8, 9, 10]]
欲将张翰秋江雨，画作屏风寄鲍昭。	韦庄	江行西望	鲈鱼（张翰）	[[2, 3]]
欲将张翰秋江雨，画作屏风寄鲍昭。	韦庄	江行西望	鲍参军（鲍照）	[[13, 14]]
小鸟抢榆枋，大鹏激三千。	权德舆	酬穆七侍郎早登使院西楼感怀	大鹏（庄子）	[[6, 7]]
小鸟抢榆枋，大鹏激三千。	权德舆	酬穆七侍郎早登使院西楼感怀	抢榆枋	[[2, 3, 4]]
薙草开三径，巢林喜一枝。	李益	喜入兰陵望紫阁峰呈宣上人	三径（求仲，羊仲，蒋诩）	[[2, 3, 4]]
今来唯问心期事，独望青云路未通。	刘沧	长安冬夜书情	青云路	[[10, 11, 12]]
曲高弥寡和，主善代为师。	张说	酬崔光禄冬日述怀赠答（并序）	白雪（宋玉）	[[0, 1]]
空忝许询辈，难酬支遁词。	杜甫	巳上人茅斋	支公（支道林）	[[8, 9]]
不如寄与星郎去，想得朝回正画眉。	韩偓	以庭前海棠梨花一枝寄李十九员外	星郎	[[4, 5]]
不如寄与星郎去，想得朝回正画眉。	韩偓	以庭前海棠梨花一枝寄李十九员外	画眉（张敞）	[[13, 14]]
今朝忽枉嵇生驾，倒屣开门遥解颜。	崔兴宗	酬王维卢象见过林亭	倒屣（王粲，蔡邕）	[[8, 9]]
今朝忽枉嵇生驾，倒屣开门遥解颜。	崔兴宗	酬王维卢象见过林亭	千里驾（吕安，嵇康）	[[]]
今日同心赏，全胜落帽年。	权德舆	和九日从杨氏姊游	落帽（孟嘉，桓温）	[[8, 9]]
陈琳草奏才还在，王粲登楼兴未赊。	大易	赠司空拾遗	仲宣楼（王粲，刘表）	[[8, 9, 10, 11]]
陈琳草奏才还在，王粲登楼兴未赊。	大易	赠司空拾遗	仲宣楼（王粲，刘表）	[[8, 9, 10, 11]]
陈琳草奏才还在，王粲登楼兴未赊。	大易	赠司空拾遗	陈琳（陈琳，曹操）	[[0, 1, 2, 3]]
花妒谢家妓，兰偷荀令香。	白居易	奉和裴令公新成午桥庄绿野堂郎事	荀令香（荀彧）	[[8, 9, 10]]
谢家兴咏日，汉将出师年。	皇甫冉	和朝郎中杨子玩雪寄山阴严维	谢家兴（谢安，谢道韫）	[[0, 1, 2]]
采兰花萼聚，就日雁行联。	钱起	李四劝为尉氏尉李七勉为开封尉	雁行	[[8, 9]]
采兰花萼聚，就日雁行联。	钱起	李四劝为尉氏尉李七勉为开封尉	采兰	[[0, 1]]
夫子墙还峻，酂侯宅过谦。	姚合	和座主相公西亭秋日即事	酂侯（刘邦，萧何）	[[6, 7]]
夫子墙还峻，酂侯宅过谦。	姚合	和座主相公西亭秋日即事	夫子墙（子贡，孔子）	[[0, 1, 2]]
遁去不同秦客逐，病来还作越人吟。	李咸用	寄所知	越吟（庄舄）	[[12, 13, 14]]
遁去不同秦客逐，病来还作越人吟。	李咸用	寄所知	逐客（李斯）	[[4, 5]]
谁谓兵戈际，鸣琴方一弹。	钱起	长安客舍赠李行父明府	鸣琴（宓子贱）	[[6, 7]]
荣禄上及亲，之官随板舆。	岑参	酬成少尹骆谷行见呈	板舆（潘岳）	[[9, 10]]
闻道今宵阮家会，竹林明月七人同。	武元衡	闻严秘书与正字及诸客夜会因寄	竹林期（刘伶，向秀，子咸，山涛，嵇康，王咸，王戎，阮咸，阮籍）	[[]]
楚材欣有适，燕石愧无功。	包佶	酬于侍郎湖南见寄十四韵	楚材	[[0, 1]]
楚材欣有适，燕石愧无功。	包佶	酬于侍郎湖南见寄十四韵	燕石	[[6, 7]]
折步教人学，偷香与客熏。	李端	妾薄命	韩寿（贾充，贾午，韩寿）	[[6, 7]]
折步教人学，偷香与客熏。	李端	妾薄命	堕髻（梁冀，孙寿）	[[0, 1]]
敢言当一干，徒欲隶诸生。	皇甫冉	上礼部杨侍郎	诸生（叔孙通）	[[9, 10]]
今来未必非梁孟，却是无人断伯通。	陆龟蒙	和袭美咏皋桥	梁鸿（孟光，梁鸿）	[[5, 6]]
为法应过七祖寺，忘名不到五侯门。	皎然	送如献上人游长安	五侯	[[12, 13]]
荷戈月窟外，擐甲昆崙东。	岑参	北庭贻宗学士道别	月窟	[[2, 3]]
江左重诗篇，陆生名久传。凤城来已熟，羊酪不嫌膻。	刘禹锡	送陆侍御归淮南使府五韵（用年字）	千里莼（王济，陆机）	[[18, 19, 20, 21, 22]]
直须日观三更后，首送金乌上碧空。	韩偓	晓日	金乌	[[10, 11]]
辞我麻姑山畔去，蔡经踪迹必相亲。	李咸用	送李尊师归临川	麻姑	[[2, 3]]
不待金门诏，空持宝剑游。	李白	寄淮南友人	金马客（东方朔）	[[]]
燕地尊邹衍，西河重卜商。	李商隐	赠送前刘五经映三十四韵	卜商（卜商）	[[9, 10]]
当暑忆归林，陶家借柳阴。	李频	避暑	五柳（陶潜）	[[]]
裴回行作雨，婉娈逐荆王。	宋之问	内题赋得巫山雨（一作沈佺期诗。题云巫山高）	阳台（宋玉，楚襄王，瑶姬）	[[]]
列戟朱门晓，褰帏碧嶂开。	李白	宣州九日闻崔四侍御与宇文太守游敬亭余时登向山不同此赏醉后寄崔侍御二首	褰帷	[[]]
三年为刺史，饮冰复食檗。	白居易	三年为刺史二首	饮冰	[[6, 7]]
投刺登龙日，开怀纳鸟晨。	宋之问	桂州陪王都督晦日宴逍遥楼	祢衡挝（孔融，曹操，祢衡）	[[0, 1]]
五马如飞龙，青丝结金络。	李白	陌上桑	五马	[[0, 1]]
花扑征衣看似绣，云随去马色疑骢。	岑参	青门歌送东合张判官	骢马（桓典）	[[]]
花扑征衣看似绣，云随去马色疑骢。	岑参	青门歌送东合张判官	绣衣	[[]]
宁知班定远，犹是一书生。	陈子昂	和陆明府赠将军重出塞	定远（班超）	[[2, 3, 4]]
三闾有何罪，不向枕上死。	曹邺	放歌行	屈原	[[0, 1]]
不是尚书期不顾，山阴野雪兴难乘。	杜甫	多病执热奉怀李尚书	乘兴（戴逵，王徽之）	[[2, 3, 4]]
不是尚书期不顾，山阴野雪兴难乘。	杜甫	多病执热奉怀李尚书	投辖（陈遵）	[[]]
宁武子，朱买臣，扣角行歌背负薪。	李白	笑歌行（以下二首。苏轼云是伪作。）	商歌（宁戚，齐桓公）	[[8, 9]]
莫道词人无胆气，临行将赠绕朝鞭。	李白	送羽林陶将本	绕朝策（士会，绕朝）	[[12, 13, 14]]
蜀主思孔明，晋家望安石。	李白	赠友人三首之三	谢公（谢安）	[[9, 10]]
蜀主思孔明，晋家望安石。	李白	赠友人三首之三	三顾（刘备，诸葛亮）	[[0, 1, 2, 3, 4]]
鹄箭亲疏虽异的，桂花高下一般香。	李咸用	赠陈望尧	桂枝（郤诜）	[[0, 1]]
鹄箭亲疏虽异的，桂花高下一般香。	李咸用	赠陈望尧	鹄箭	[[]]
梅生寄黄绶，不日在青云。	钱起	送陆三出尉	梅福	[[0, 1]]
初迷武陵路，复出孟尝门。	刘长卿	秦系倾以家事获谤因出旧山每荷观察崔公见知欲归未遂感其流寓诗以赠之	桃源（陶潜）	[[1, 2, 3, 4]]
初迷武陵路，复出孟尝门。	刘长卿	秦系倾以家事获谤因出旧山每荷观察崔公见知欲归未遂感其流寓诗以赠之	孟尝（田文）	[[8, 9]]
谁知系虏者，贾谊是书生。	李端	度关山	贾谊	[[6, 7]]
谁知系虏者，贾谊是书生。	李端	度关山	系名王（贾谊）	[[2, 3]]
郢匠抡材日，辕轮必尽呈。	皇甫冉	上礼部杨侍郎	郢匠（惠施，庄子）	[[0, 1]]
羊公留宴岘山亭，洛浦高歌五夜情。	崔元范	李尚书命妓歌饯有作奉酬	洛浦（宓妃，曹植）	[[8, 9]]
羊公留宴岘山亭，洛浦高歌五夜情。	崔元范	李尚书命妓歌饯有作奉酬	羊公（羊祜）	[[0, 1]]
空床难独守，谁为报金徽。	孟浩然	赋得盈盈楼上女	金微	[[]]
剧孟七国畏，马卿四赋良。	杜甫	入衡州	相如（司马相如）	[[6, 7]]
剧孟七国畏，马卿四赋良。	杜甫	入衡州	剧孟	[[0, 1]]
树异桓宣武，园非顾辟疆。	唐彦谦	红叶	辟疆园	[[]]
征南官属似君稀，才子当今刘孝威。	韩翃	送刘评事赴广州使幕	征南	[[0, 1]]
昨宵绮帐迎韩寿，今朝罗袖引潘郎。	乔知之	倡女行	潘郎（潘岳）	[[13, 14]]
昨宵绮帐迎韩寿，今朝罗袖引潘郎。	乔知之	倡女行	韩寿（贾充，贾午，韩寿）	[[5, 6]]
甘心与陈阮，挥手谢松乔。	李商隐	送从翁从东川弘农尚书幕	赤松（刘邦，张良，王子乔，黄初平）	[[9, 10]]
从龙方有感，捧日岂无因。	沈亚之	山出云	捧日	[[6, 7]]
从龙方有感，捧日岂无因。	沈亚之	山出云	从龙	[[0, 1]]
百年胶漆初心在，万里烟霄中路分。	白居易	予与山南王仆射起淮南李仆射绅事历五朝逾三纪海内年辈今唯三人	胶漆	[[2, 3]]
浔阳阮咸宅，九派竹林前。	杨巨源	春日送沈赞府归浔阳觐叔父	竹林期（刘伶，向秀，子咸，山涛，嵇康，王咸，王戎，阮咸，阮籍）	[[2, 3]]
浔阳阮咸宅，九派竹林前。	杨巨源	春日送沈赞府归浔阳觐叔父	小阮（阮咸，阮籍）	[[]]
荆璞献多还得售，桂堂恩在敢轻回。	翁承赞	喜弟承检登科	桂枝（郤诜）	[[0, 1]]
荆璞献多还得售，桂堂恩在敢轻回。	翁承赞	喜弟承检登科	卞和	[[]]
班荆逢旧识，斟桂喜深知。	高峤	晦日重宴	班荆	[[0, 1]]
有恨开兰室，无言对李蹊。	唐彦谦	春雨	成蹊（李广）	[[9, 10]]
惆怅归城郭，樵柯迹尚存。	耿湋	仙山行	烂柯（王质）	[[6, 7]]
海峤新辞永嘉守，夷门重见信陵君。	刘禹锡	酬令狐相公赠别	信陵（魏无忌）	[[12, 13, 14]]
机心付当路，聊适羲皇情。	柳宗元	旦携谢山人至愚池	傲羲皇（陶潜，伏羲氏，羲和）	[[8, 9, 10]]
圣主嗤炎汉，无心自勒兵。	杨凭	边塞行	白登围（刘邦）	[[]]
潘安秋兴动，凉夜宿僧房。	李端	同苗员外宿荐福寺僧舍	潘兴（潘岳）	[[0, 1, 2, 3]]
同人千里驾，邻国五马车。	房琯	题汉州西湖	五马	[[8, 9]]
同人千里驾，邻国五马车。	房琯	题汉州西湖	千里驾（吕安，嵇康）	[[2, 3, 4]]
莫讶相如献赋迟，锦书谁道泪沾衣。	彭伉	寄妻	锦字（苏若兰）	[[8, 9]]
莫讶相如献赋迟，锦书谁道泪沾衣。	彭伉	寄妻	献赋（刘彻，司马相如，扬雄，杨得意）	[[4, 5]]
征南多兴绪，事业暗相亲。	杜甫	奉和严中丞西城晚眺十韵	征南	[[0, 1]]
为问前时金马客，此焉还作少微星。	陆希声	山居即事二首	少微星	[[12, 13, 14]]
为问前时金马客，此焉还作少微星。	陆希声	山居即事二首	金马客（东方朔）	[[4, 5, 6]]
何人采国风，吾欲献此辞。	元结	舂陵行	采诗	[[]]
徒怀伯通隐，多谢买臣归。	骆宾王	夕次旧吴	梁鸿（孟光，梁鸿）	[[2, 3, 4]]
徒怀伯通隐，多谢买臣归。	骆宾王	夕次旧吴	买臣归（朱买臣）	[[8, 9, 10]]
纵酒真彭泽，论诗得建安。	严维	赠万经	陶令醉（陶潜）	[[3, 4]]
纵酒真彭泽，论诗得建安。	严维	赠万经	建安作	[[9, 10]]
前驱二星去，开险五丁忙。	杜牧	奉和门下相公送西川相公兼领相印出镇全蜀诗十八韵	星使（李合）	[[2, 3, 4]]
前驱二星去，开险五丁忙。	杜牧	奉和门下相公送西川相公兼领相印出镇全蜀诗十八韵	五丁	[[8, 9]]
誓辞甲第金门里，身作长城玉塞中。	王维	燕支行	不为家（霍去病）	[[1, 2, 3]]
潘岳叙年因鬓发，扬雄托谏在文章。	卢纶	和王员外冬夜寓直	二毛（潘岳）	[[]]
潘岳叙年因鬓发，扬雄托谏在文章。	卢纶	和王员外冬夜寓直	子云（扬雄）	[[]]
黄鹤悲歌绝，椒花清颂馀。	上官仪	江王太妃挽歌	椒花颂（陈氏）	[[]]
伯鸾常去国，安道惜离群。	萧颖士	越江秋曙	梁鸿（孟光，梁鸿）	[[0, 1]]
伯鸾常去国，安道惜离群。	萧颖士	越江秋曙	戴逵（戴逵）	[[6, 7]]
色共梁珠远，光随赵璧圆。	褚亮	奉和望月应魏王教	连城（秦昭王，蔺相如）	[[8, 9]]
色共梁珠远，光随赵璧圆。	褚亮	奉和望月应魏王教	照乘（梁惠王）	[[2, 3]]
赤鸟司南方，尾秃尾觰沙。月蚀于汝头，汝口开呀呀，虾蟆掠汝两吻过，忍学省事不以汝觜啄虾蟆。	韩愈	月蚀诗效玉川子作	金乌	[[0, 1]]
好栗分通子，名香赠莫愁。	韩翃	寄赠虢州张参军	莫愁	[[9, 10]]
归路随枫林，还乡念莼菜。	刘长卿	早春别赵居士还江左时长卿下第归嵩阳旧居	鲈鱼（张翰）	[[9, 10]]
武库分帷幄，儒衣事鼓鼙。	皇甫冉	袁郎中破贼后经剡中山水	武库（杜预）	[[0, 1]]
常时柏梁宴，玉斝恩波遍。	权德舆	德宗神武孝文皇帝挽歌词三首	柏梁	[[2, 3, 4]]
何川是多处，应绕羽人家。	顾非熊	斜谷邮亭玩海棠花	丹丘	[[8, 9]]
谢家为郡实风流，画得青山寄楚囚。	李涉	谢王连州送梅阳图	谢朓	[[0, 1, 2, 3]]
谢家为郡实风流，画得青山寄楚囚。	李涉	谢王连州送梅阳图	南冠（钟仪）	[[13, 14]]
朝夕高堂念，应宜彩服新。	杜甫	送孟十二仓曹赴东京选	老莱（老莱子）	[[8, 9]]
拥传星还去，过池凤不留。	钱起	奉送刘相公江淮催转运	凤池（荀勖）	[[]]
拥传星还去，过池凤不留。	钱起	奉送刘相公江淮催转运	星使（李合）	[[]]
西墙苔漠漠，南浦梦依依。	杜牧	为人题赠二首	南浦（江淹）	[[6, 7]]
舜韶同舞日，汤祝尽飞时。	苏颋	扈从凤泉和崔黄门喜恩旨解严罢围之作	解网（汤）	[[0, 1]]
舜韶同舞日，汤祝尽飞时。	苏颋	扈从凤泉和崔黄门喜恩旨解严罢围之作	箫韶	[[]]
沧州值康乐，明月向元规。	杨巨源	怀德抒情寄上信州座主	庾楼（庾亮，殷浩）	[[7, 8, 9, 10]]
沧州值康乐，明月向元规。	杨巨源	怀德抒情寄上信州座主	康乐（谢灵运）	[[3, 4]]
共蹑华胥梦，龚黄安足寻。	张说	奉和圣制赐诸州刺史应制以题坐右	华胥	[[2, 3, 4]]
共蹑华胥梦，龚黄安足寻。	张说	奉和圣制赐诸州刺史应制以题坐右	龚黄	[[6, 7]]
若非函谷令，谁注流沙说。	李群玉	别尹炼师	关令（尹喜）	[[2, 3, 4]]
非是淮阳薄，丘中只望还。	羊士谔	暮秋言怀	淮阳卧（汲黯）	[[2, 3, 4]]
来称郯子学，归是越人吟。	赵骅	送晁补阙归日本国	越吟（庄舄）	[[8, 9, 10]]
公主歌黄鹄，君王指白日。	杜甫	留花门	公主嫁乌孙（刘建，刘细君，乌孙昆莫）	[[2, 3, 4]]
相逢自是松乔侣，良会应殊刘阮郎。	权德舆	桃源篇	赤松（刘邦，张良，王子乔，黄初平）	[[4, 5]]
相逢自是松乔侣，良会应殊刘阮郎。	权德舆	桃源篇	阮郎（刘晨，阮肇）	[[12, 13, 14]]
持赠昔闻将白雪，蕊珠宫上玉花春。	杨巨源	唐昌观玉蕊花	蕊珠	[[8, 9, 10]]
石城有个红儿貌，两桨无因迎莫愁。	罗虬	比红儿诗	莫愁	[[13, 14]]
轩相推风后，周官重夏卿。	崔日用	奉和圣制送张说巡边	风后	[[3, 4]]
作诗通小雅，献赋掩长杨。	窦蒙	题弟暨述书赋后	献赋（刘彻，司马相如，扬雄，杨得意）	[[6, 7]]
如何飘梗处，又到采兰时。	李端	下第上薛侍郎	采兰	[[8, 9]]
颖微囊未出，寒甚谷难吹。	刘禹锡	罢郡归洛阳寄友人	毛遂（毛遂，赵胜）	[[2, 3, 4]]
季鹰久疏旷，叔度早畴昔。	刘长卿	九日岳阳待黄遂张涣	叔度（黄宪）	[[6, 7]]
忽思鲈鱼鲙，复有沧洲心。	王维	送从弟蕃游淮南	鲈鱼（张翰）	[[1, 2, 3]]
忽思鲈鱼鲙，复有沧洲心。	王维	送从弟蕃游淮南	沧洲	[[8, 9]]
无复中山赏，空吟吴会篇。	骆宾王	咏云酒	千日醉（刘玄石）	[[]]
红泪文姬洛水春，白头苏武天山雪。	温庭筠	达摩支曲	文姬（蔡琰，蔡邕，曹操）	[[2, 3]]
西向洛阳归鄠杜，回头结念莲花府。	韩翃	赠别王侍御赴上都	莲府（庾杲之，王俭，萧缅）	[[12, 13, 14]]
此堂见明月，更忆陆平原。	李白	题金陵王处士水亭	陆机	[[8, 9, 10]]
池碧将还凤，原清再问牛。	郑谷	丞相孟夏祗荐南郊纪献十韵	凤池（荀勖）	[[9, 10]]
池碧将还凤，原清再问牛。	郑谷	丞相孟夏祗荐南郊纪献十韵	问牛（丙吉）	[[]]
越吟因病感，潘鬓入秋悲。	李德裕	秋日登郡楼望赞皇山感而成咏	二毛（潘岳）	[[6, 7]]
越吟因病感，潘鬓入秋悲。	李德裕	秋日登郡楼望赞皇山感而成咏	越吟（庄舄）	[[0, 1]]
不知流水潜催老，未悟三山也是尘。	李咸用	喻道	蓬莱	[[10, 11]]
廷尉张罗自不关，潘郎挟弹无情损。	刘禹锡	百舌吟	潘郎（潘岳）	[[8, 9, 10, 11]]
步兵终日饮，原宪四时贫。	窦庠	敕目至家兄蒙淮南仆射杜公奏授秘校兼节度参谋同书寄上	步兵（阮籍）	[[0, 1]]
步兵终日饮，原宪四时贫。	窦庠	敕目至家兄蒙淮南仆射杜公奏授秘校兼节度参谋同书寄上	原宪贫（原宪）	[[]]
云卧竟不起，少微空陨光。	李群玉	经费拾遗所居呈封员外	少微堕（谢敷）	[[]]
